drug_id,drug_name
D09145,Earthworm; Lumbricus
D09146,Medicated leaven
D09149,Prepared soybean
D09150,Pyrrosia leaf
D09151,Acorus gramineus rhizome; Acori graminei rhizoma
D09152,Dendrobium
D09153,Elder
D09154,Madder root; Rubia root
D09155,Inula flower
D09156,Mantidae mantis egg-case
D09157,Star anise
D09158,Salvia miltiorrhiza root; Salvia miltiorrhizae radix
D09159,Sanguisorbae radix; Sanguisorba root; Burnet root
D09160,Dayflower
D09161,Descurainia seed; Lepidium seed
D09162,Agglomerative substance of Bamboo
D09163,Sichuan-pepper; Zanthoxylum schinifolium fruit
D09164,Male seal sex organ
D09165,Hippocampus; Seahorse
D09166,Codonopsis root; Codonopsis radix
D09168,Plant worm; Vegetative wasp; Cordyceps sinensis
D09169,Dodder seed; Cuscuta seed
D09170,Oriental arborvitae kernel
D09171,Dictamnus root bark
D09172,Morinda root
D09173,Chinese lobelia
D09174,"Dioscorea hypoglauca, Dioscorea tokoro rhizome"
D09175,Indian long pepper fruit
D09176,Stiff silkworm; Bombyx batryticatus
D09177,Sandalwood
D09178,Ampelopsis root
D09179,Raspberry
D09180,Boneset
D09181,Typha pollen
D09183,Blackberry lily root
D09184,Areca pericarp; Areca fruit peel; Arecae pericarpium
D09185,Myrica rubra bark; Powdered myrica rubra bark; Myrica bark; Myricae cortex; Myricae cortex pulveratus
D09186,Neostigmine methylsulfate and atropine sulfate; Atvagoreverse
D09187,Estradiol and levonorgestrel; Wellnara; Climara pro
D09188,Estradiol and norethindrone; Menoaid; Activella; Combipatch; Estradiol and norethindrone acetate
D09189,Haemophilus b conjugate vaccine; Haemophilus influenzae type b conjugate vaccine; Acthib; Hiberix
D09190,"Anti-human thymocyte immunoglobulin, rabbit; Thymoglobuline"
D09191,Shrub chaste tree fruit; Vitex fruit; Viticis fructus
D09192,Chaenomeles fruit; Chaenomelis fructus; Chaenomeles speciosa fruit
D09193,Clove fruit
D09194,Curculigo rhizome
D09196,Candesartan cilexetil and hydrochlorothiazide; Ecard HD; Ecard LD
D09197,Valsartan and hydrochlorothiazide; Co-dio
D09198,Minodronic acid hydrate; Bonoteo; Recalbon
D09199,Shigyakuto
D09200,Bentiamine; Dibenzoyl thiamine
D09201,Calcium sulfate
D09202,Etofenprox
D09203,Valerian rhizome
D09205,Prucalopride
D09206,"Saruplase; Prourokinase, nonglycosylated"
D09207,Catumaxomab; Removab
D09208,Cetilistat; Oblean
D09209,Magnolignan
D09210,Chinese angelica root
D09211,Chinese cnidium rhizome
D09212,German chamomile flower; Chamomile; Chamomillae flos
D09213,Methiodal sodium; Iodomethanesulfonic acid sodium
D09214,Ustekinumab; Ustekinumab; Ustekinumab [Ustekinumab biosimilar 1]; Stelara
D09215,Eslicarbazepine
D09216,Thiopropazate
D09217,Sitimagene ceradenovec
D09218,Liquid paraffin and polyethylene resin; Plastibase
D09219,Telmisartan and hydrochlorothiazide; Micombi; Micardis hct
D09220,Isodon herb; Powdered isodon herb; Rabdosia herb; Plectranthi herba
D09221,Lycium leaf; Lycii folium
D09222,Dipsacus asperoides root
D09223,Brassica juncea seed; Brassica hirta seed; Brassica nigra seed
D09224,Hypericum herb; Otogiriso
D09225,Hematite
D09226,Aralia elata root bark; Araliae cortex
D09227,Inula root
D09228,Nandina fruit; Nandinae fructus
D09229,Corn silk
D09230,Psoralea seed
D09231,Glechoma hederacea herb
D09232,Cervus male sex organ
D09233,Processed mume; Prunus mume fruit; Mume fructus
D09234,Sargassum herb
D09235,Cowberry leaf
D09236,Pepper; Black pepper; White pepper
D09237,"Rhinoceros bicornis horn; Rhinoceros unicornis, Rhinoceros sondaicus horn; Rhinoceros bicornis, Rhinoceros simus, Rhinoceros sumatrensis horn"
D09240,Viscum stem
D09241,Xanthium fruit
D09242,Sprouted soybeans
D09244,Nutmeg; Powdered nutmeg; Myristicae semen
D09245,Boswellia gum substance
D09246,Water chestnut; Trapae fructus
D09247,Amomi rotundi fructus; Amomum fruit
D09248,Tussilago farfara flower bud
D09249,Taraxacum root
D09250,Allium leaf sheath
D09251,Hibiscus syriacus bark
D09252,Actinidia polygama gall
D09253,Saxifraga stolonifera herb
D09254,Tremolite
D09255,Sophora japoinca flower; Sophora japonica flower bud; Sophorae flos
D09256,Polygonati odorati rhizoma
D09257,Kaempferia galanga rhizome
D09258,Trachycarpus fortunei leaf
D09260,Haliotis shell
D09274,Cynanchum root
D09278,Patrinia villosa root; Patrinia villosa herb
D09279,Acanthopanax gracilistylus root bark
D09284,Punica granatum fruit peel
D09296,Sophora subprostrata root; Sophorae subprostratae radix
D09297,Ligusticum sinese rhizome; Ligusticum root and rhizome; Ligustici rhizoma
D09314,Ofatumumab; Ofatumumab; Arzerra; Kesimpta
D09315,Canakinumab; Canakinumab; Ilaris
D09316,Pegloticase; Krystexxa
D09317,Nabiximols; Sativex
D09318,Indacaterol
D09319,Indacaterol maleate; Arcapta neohaler
D09320,Aderbasib
D09321,Obinutuzumab; Obinutuzumab; Gazyva
D09322,Carzenide; 4-(Aminosulfonyl)benzoic acid
D09323,Ataluren; Translarna
D09324,Bederocin
D09325,Blinatumomab; Blinatumomab; Blincyto
D09326,Carmegliptin dihydrochloride
D09327,Cositecan; Karenitecin
D09328,Cixutumumab
D09329,Conatumumab
D09330,Delafloxacin
D09331,Delafloxacin meglumine; Baxdela
D09332,Denenicokin
D09333,Dutogliptin
D09334,Dutogliptin tartrate
D09335,Elagolix
D09336,Elagolix sodium; Orilissa
D09337,Elotuzumab; Elotuzumab; Empliciti
D09338,Entinostat
D09339,Esomeprazole potassium
D09340,Esreboxetine
D09341,Esreboxetine succinate
D09342,Etaracizumab; Abegrin
D09343,Farletuzumab; Farletuzumab
D09344,Fasobegron
D09345,Figitumumab
D09346,Fosbretabulin disodium
D09347,Fostamatinib
D09348,Fostamatinib disodium; Fostamatinib sodium hydrate; Fostamatinib disodium hexahydrate; Tavalisse
D09349,Ibipinabant
D09350,Indeglitazar
D09351,Larazotide
D09352,Larazotide acetate
D09353,Levomefolic acid; Levomefolinic acid; L-5-Methyltetrahydrofolic acid; Metafolin
D09354,Levomefolate calcium; Levomefolinate calcium; Metafolin
D09355,Linaclotide; Linzess; Constella
D09356,Liprotamase; Trizytek
D09357,Mocetinostat dihydrobromide
D09358,Naluzotan
D09359,Naluzotan hydrochloride
D09360,Obeticholic acid; Ocaliva
D09361,Oleyl oleate
D09362,Otenabant
D09363,Otenabant hydrochloride
D09364,Palifosfamide
D09365,Palovarotene; Sohonos
D09366,Pardoprunox hydrochloride
D09367,Pozanicline; ABT-089
D09368,Pozanicline tartrate
D09369,Radezolid
D09370,Radezolid hydrochloride
D09371,Ramucirumab; Ramucirumab; Cyramza
D09372,Ranagengliotucel-T; Glionix
D09373,"Rapeseed oil, fully hydrogenated"
D09374,"Rapeseed oil, fully hydrogenated superglycerinated"
D09375,Retaspimycin
D09376,Retaspimycin hydrochloride
D09377,Semagacestat
D09378,Serlopitant
D09380,Sivifene
D09381,Sobetirome
D09382,Sofinicline
D09383,Sofinicline benzenesulfonate
D09384,Spinosad; Natroba
D09385,Talarozole; Rambazole
D09386,Talmapimod
D09387,Tanezumab; Tanezumab
D09388,Tasimelteon; Hetlioz
D09389,Tasisulam sodium
D09390,Tecovirimat
D09391,Telcagepant
D09392,Telcagepant potassium
D09393,Ingenol mebutate; Picato
D09394,Fidaxomicin; Dificid; Dificlir
D09395,Dulanermin
D09396,Dirucotide
D09397,Pardoprunox
D09398,Dirucotide acetate
D09399,Derquantel
D09400,Degarelix acetate; Firmagon
D09401,Davunetide
D09402,Darotropium bromide
D09403,Custirsen sodium
D09404,Coleneuramide
D09405,Carlecortemcel-L; StemEx
D09410,Laninamivir
D09428,Scilla scilloides bulb
D09432,Hydnocarpus anthelmintica seed; Hydnocarpi semen
D09447,Perilla fruit; Perilla frutescens fruit; Perillae fructus
D09452,Vigna angularis seed; Phaseoli semen
D09475,Potentilla discolor herb; Potentilla chinensis herb or root
D09484,Rhododendron leaf
D09486,Lophatherum gracile herb
D09516,Saiga tatarica horn; Antelopis cornu
D09520,Soft shell turtle carapace; Amyda carapace; Amydae testudo
D09524,Cuttlefish oracle bones; Sepiae os; Sepia esculenta Hoyle
D09526,Pearl; Margarita
D09533,Midismase
D09535,Mirabegron; Myrbetriq
D09537,Favipiravir; Avigan
D09539,Gabapentin enacarbil; Horizant
D09544,Ozenoxacin; Xepi
D09546,Edoxaban tosilate hydrate; Edoxaban tosylate monohydrate; Lixiana; Savaysa
D09547,Laninamivir octanoate hydrate
D09548,Osmorhiza rhizome; Osmorhizae rhizoma
D09549,Senna pods; Powdered senna pods; Senna fruit; Sennae fructus; Sennae pructus pulveratus
D09550,Angelica pubescens root; Angelicae pubescentis radix
D09563,Loess; Terra flava usta
D09564,Dryobalanops aromatica resin
D09566,Linagliptin; Tradjenta
D09567,Ulipristal
D09568,Naproxcinod
D09569,Ezogabine; Retigabine; Potiga
D09570,Bilastine; Bilanoa
D09571,Onapristone
D09572,Riociguat; Adempas
D09573,Eritoran sodium
D09574,Aflibercept; Aflibercept; Ziv-aflibercept; Eylea; Zaltrap
D09575,Ibalizumab; Ibalizumab-uiyk; Trogarzo
D09576,Afegostat
D09577,Afegostat tartrate
D09578,"Albumin human, recombinant"
D09579,Arhalofenate
D09580,Astuprotimut-R
D09581,Atagabalin
D09582,Balapiravir
D09583,Balapiravir hydrochloride
D09584,Bardoxolone
D09585,Bardoxolone methyl
D09586,Bixalomer
D09587,Brentuximab vedotin; Brentuximab vedotin; Adcetris
D09588,Briakinumab
D09589,Brivanib
D09590,Budiodarone
D09591,Budiodarone tartrate
D09592,Canagliflozin; Canagliflozin hydrate; Invokana
D09593,Girentuximab
D09594,Olmesartan medoxomil and azelnidipine; Rezaltas
D09595,Budesonide and formoterol fumarate dihydrate; Symbicort; Budeforu
D09596,Collagenase clostridium histolyticum; Collagenase; Collagenase santyl; Xiaflex
D09598,Tebipenem pivoxil; Orapenem
D09599,Danegaptide
D09600,Davalintide
D09601,Davalintide acetate
D09602,Dilmapimod
D09603,Dilmapimod tosylate
D09604,Dinaciclib
D09605,Duvoglustat; 1-Deoxynojirimycin
D09606,Duvoglustat hydrochloride
D09607,Elinogrel
D09608,Elinogrel potassium
D09609,Elpetrigine
D09610,Emicerfont
D09612,Eslicarbazepine acetate; Zebinix; Aptiom
D09613,Evatanepag
D09614,Evatanepag sodium
D09615,Fezakinumab
D09616,Filibuvir
D09617,Florbetapir F-18; Amyvid
D09618,Foretinib
D09619,Fosbretabulin tromethamine
D09620,Fresolimumab
D09621,Gisadenafil
D09622,Gisadenafil besylate
D09623,Glembatumumab
D09624,Golnerminogene pradenovec
D09625,Gosogliptin
D09627,Imagabalin
D09628,Imagabalin hydrochloride
D09629,Imetelstat
D09630,Imetelstat sodium
D09631,Intetumumab
D09632,Iodine I 124 girentuximab
D09633,Lebrikizumab; Lebrikizumab; Ebglyss
D09634,Lersivirine
D09635,Linifanib
D09636,Litronesib
D09637,Lomitapide
D09638,Lomitapide mesylate; Lomitapide mesilate; Juxtapid; Lojuxta
D09639,Losmapimod
D09640,Marizomib
D09641,Mocetinostat
D09642,Modithromycin
D09643,Myeloperoxidase
D09644,Narlaprevir
D09645,Nelotanserin
D09646,Ocriplasmin; Ocriplasmin; Jetrea
D09647,Omadacycline
D09648,Omecamtiv mecarbil
D09650,Orvepitant
D09651,Orvepitant maleate
D09653,Piperazine dihydrochloride; Piperazine dihydrochloride hydrate
D09654,Pixantrone dimaleate; Pixuvri
D09655,Plinabulin
D09656,Plovamer
D09657,Plovamer acetate
D09658,Razupenem
D09659,Rilotumumab
D09660,Rindopepimut
D09661,Rintatolimod
D09662,Rontalizumab
D09663,Rozrolimupab
D09664,Saracatinib
D09665,Saracatinib difumarate
D09666,Selumetinib
D09667,Setileuton
D09668,Sifalimumab
D09669,Siltuximab; Sylvant
D09670,Sotatercept
D09671,Sotrastaurin
D09672,Sulopenem etzadroxil
D09673,Tafamidis; Vyndamax; Vynmac
D09674,Tafamidis meglumine; Vyndaqel
D09675,Taliglucerase alfa; Alfataliglucerase; Elelyso; Uplyso
D09676,Tecarfarin
D09677,Tecarfarin sodium
D09678,Teglarinad chloride
D09679,Tenifatecan
D09680,Teprotumumab; Teprotumumab; Teprotumumab-trbw; Tepezza
D09681,Tiomolibdate diammonium
D09682,Tipapkinogene sovacivec
D09683,Tivozanib
D09684,Tonapofylline
D09685,Tedizolid; Torezolid
D09686,Tedizolid phosphate; Torezolid phosphate; Sivextro
D09687,Ulipristal acetate; Ella
D09688,Vanutide cridificar
D09689,Varlitinib
D09690,Varlitinib tosylate
D09691,Vedotin; Monomethyl auristatin E; MMAE
D09692,Veliparib
D09693,Velusetrag
D09694,Velusetrag hydrochloride
D09695,Verucerfont
D09696,Vilanterol
D09697,Vilanterol trifenatate
D09698,Vilazodone
D09699,Vilazodone hydrochloride; Viibryd
D09700,Yttrium Y 90 clivatuzumab tetraxetan
D09701,Abiraterone acetate; Zytiga
D09702,Albaconazole
D09703,Aminopentamide sulfate
D09704,Atacicept
D09705,Bepotastine
D09706,Carbon monoxide
D09707,Dabigatran
D09708,Dalcetrapib
D09709,Demiditraz
D09710,Edoxaban
D09711,Efungumab
D09712,Elacytarabine
D09713,Gantenerumab; Gantenerumab
D09714,Iscotrizinol
D09715,Lexgenleucel-T
D09716,Mitumprotimut-T
D09717,Preladenant
D09718,Sotrastaurin acetate
D09719,Remestemcel-L; Prochymal
D09720,Rilpivirine; Rekambys
D09721,Sagopilone
D09722,Sapacitabine
D09723,Taspoglutide
D09724,Afatinib
D09725,Emulsified influenza HA vaccine; Arepanrix
D09726,Riferminogene pecaplasmid
D09727,Insulin degludec; Insulin degludec; Tresiba
D09728,Bosutinib hydrate; Bosutinib monohydrate; Bosulif
D09729,Lixisenatide; Adlyxin; Lyxumia
D09730,Olaparib; Lynparza
D09731,Crizotinib; Xalkori
D09732,Ritobegron ethyl hydrochloride
D09733,Afatinib dimaleate; Afatinib maleate; Gilotrif; Giotrif
D09735,Sodium hyaluronate crosslinked polymer crosslinked with vinylsulfone
D09736,Iron hexacyanoferrate; Radiogardase
D09738,Asparagine; L-Asparagine monohydrate
D09739,Bismuth subcitrate potassium
D09740,Bornyl acetate
D09741,Drospirenone and ethinylestradiol; Drospirenone and ethinylestradiol betadex; Angeliq; Yaz; Flexyess
D09742,"Lansoprazole, amoxicillin hydrate and metronidazole; Lampion"
D09743,Telmisartan and amlodipine besilate; Telmisartan and amlodipine besylate; Micamlo; Twynsta
D09744,Pioglitazone hydrochloride and metformin hydrochloride; Pioglitazone and metformin; Metact
D09745,Valsartan and amlodipine besilate; Exforge
D09746,Dalotuzumab
D09747,Difeterol phosphate
D09748,Difeterol
D09749,Itasetron hydrochloride hydrate
D09750,Ipidacrine hydrochloride hydrate
D09751,Selandopam hydrochloride hydrate; Zelandopam hydrochloride hydrate
D09752,Carpronium chloride hydrate
D09753,Saxagliptin hydrate; Onglyza
D09754,Royal jelly
D09755,Cabazitaxel; Jevtana
D09756,Teneligliptin hydrobromide hydrate
D09757,Terikalant
D09758,Ambasilide
D09759,Trecetilide
D09760,Ibuprofen sodium; Ibuprofen sodium hydrate
D09761,Mogamulizumab; Mogamulizumab; Mogamulizumab-kpkc; Poteligeo
D09762,Pentetate zinc trisodium; Penatate zinc trisodium
D09763,Dapagliflozin propanediol; Dapagliflozin propylene glycolate hydrate; Dapagliflozin propandiol monohydrate; Forxiga; Farxiga
D09764,Abobotulinumtoxin A; Dysport
D09765,Vorapaxar
D09766,Vorapaxar sulfate; Zontivity
D09767,Amatuximab
D09768,Azulene
D09769,Acetylsulfaphenazole
D09770,Adeozast; Acreozast
D09771,Avicatonin
D09772,Alilusem potassium; M17055
D09773,Isoniazid glucuronate sodium
D09774,Imitrodast sodium; RS 5186
D09775,Intacellin
D09776,Uracil
D09777,Urogastrone
D09778,Ledismase; Edismase
D09779,Emiglitate
D09780,Anagliptin
D09781,Ipenoxazone hydrochloride
D09782,Cadrofloxacin hydrochloride
D09783,Tofacitinib citrate; Tasocitinib citrate; Xeljanz
D09784,Garomefrine hydrochloride; Garomefrin hydrochloride; NS 49
D09785,Delamanid; Deltyba
D09786,Topiroxostat; Uriadec
D09787,Ombrabulin hydrochloride
D09788,Enramycin hydrochloride
D09789,Kirenidipine hydrochloride
D09790,Cromoglicate lisetil hydrochloride
D09791,Arbaclofen
D09792,Diphenylpiperidinobutanol hydrochloride
D09793,Ceftizoxime alapivoxil hydrochloride
D09794,Norepinephrine hydrochloride;-Noradrenaline hydrochloride
D09795,Meglumine gadopentetate
D09796,Hydrocortisone caproate
D09797,Cargutocin
D09799,Carotegrast methyl; Carogra
D09800,Condoliase; Chondroitinase ABC; Hernicore
D09801,Giractide acetate
D09802,Dequalinium salicylate
D09803,Propylene oxide
D09804,Sodium santoninate
D09805,Cycotiamine
D09806,Diisobutylaminobenzoyloxypropyl theophylline
D09807,Difethiarol; Difethialone
D09808,Carbinoxamine diphenyldisulfonate
D09809,Tylosin acetate isovalerte
D09811,Gelathrombin
D09812,Bismuth magnesium aluminosilicate
D09813,Lenalidomide hydrate; Revlimid
D09814,Silteplase; Silteplase
D09815,Travoprost and timolol maleate; Duotrav
D09816,Sevriplatin; Sebriplatin
D09817,Darexaban maleate; YM150
D09818,Oxeladin tannate
D09819,Chlorpromazine tannate
D09820,Vasopressin tannate
D09821,L-Tyrosine ethylester monohydrochloride
D09822,Theosalicin; Theobromine calcium salicylate
D09823,Duteplase; Duteplase
D09824,Domitroban calcium hydrate
D09825,Trostin
D09826,Neo proserine; Neoproserine
D09828,Bisbutytiamine
D09829,Pifonakin; Pifonakin
D09830,Fasoracetam hydrate
D09831,Phenovalin
D09832,Monosodium fumarate
D09833,Levosemotiadil fumarate
D09834,Levormeloxifene fumarate
D09835,Zanapezil fumarate
D09836,Plusonermin
D09837,Penaprazole sodium hydrate
D09838,Broizine; Tagorizine
D09839,Beperminogene perplasmid
D09840,Olamufloxacin mesilate
D09841,Patomostat mesilate; Patamostat mesilate; E-3123
D09842,dl-Methylephedrine saccharinate
D09843,Beradilol monoethyl maleate; TZC-5665
D09844,Mobenakin
D09845,Montirelin hydrate
D09846,Montease
D09847,Metildigoxin; Medigoxin
D09848,Pioglitazone hydrochloride and glimepiride tablets; Pioglitazone and glimepiride; Duetact; Sonias
D09849,Ritipenem acoxil hydrate
D09850,Linazolast
D09851,Rimoprogin
D09852,Regavirumab
D09853,
D09854,Pocepullan
D09855,Sodium aceneuramate; Sodium N-acetylneuraminate
D09856,Asthremedin
D09857,Asunaron
D09858,Ferrous orotate
D09859,Iron polymalether; Ferropolimaler
D09861,Aganepag
D09862,Aganepag ethanediol
D09863,Aganepag isopropyl
D09864,Amuvatinib
D09865,Amuvatinib hydrochloride
D09866,Atopaxar
D09867,Atopaxar hydrobromide
D09868,Alvocidib
D09869,Avagacestat
D09870,Bavisant
D09871,Bavisant dihydrochloride
D09872,Bedaquiline
D09873,Bedaquiline fumarate; Sirturo
D09874,Benralizumab; Benralizumab; Fasenra
D09875,Calcium propionate
D09876,Cariprazine hydrochloride; Vraylar
D09877,Carlumab
D09878,Cenicriviroc
D09879,Cenicriviroc mesylate
D09880,Cenplacel-L
D09881,Cobicistat; Tybost
D09882,Crolibulin
D09883,Dacomitinib
D09884,Danoprevir
D09885,Danoprevir sodium
D09886,Dexpramipexole
D09887,Dexpramipexole dihydrochloride
D09888,Drozitumab
D09889,Dulaglutide; Dulaglutide; Trulicity
D09890,Edivoxetine
D09891,Edivoxetine hydrochloride
D09892,Egaptivon pegol
D09893,Eliglustat
D09894,Eliglustat tartrate; Eliglustat hemitartrate; Cerdelga
D09895,Emepepimut-S; Stimuvax
D09896,Enavatuzumab
D09897,Enokizumab
D09898,Ensituximab
D09899,Erteberel
D09900,Eteplirsen; Exondys 51
D09901,Etrolizumab
D09902,Florbenazine F 18
D09903,Fluciclatide F 18
D09904,Forigerimod
D09905,Forigerimod acetate
D09906,Fosdevirine
D09907,Fulranumab
D09908,Ganitumab
D09909,Gataparsen
D09910,Gataparsen sodium
D09911,Gevokizumab
D09912,Glembatumumab vedotin
D09913,Iniparib
D09914,Ioflubenzamide I 131
D09915,Irosustat
D09916,Ivacaftor; Kalydeco
D09917,Latrepirdine
D09918,Latrepirdine dihydrochloride; Dimebolin; Dimebon
D09919,Lenvatinib
D09920,Lenvatinib mesylate; Lenvatinib mesilate; Lenvima
D09921,Lesinurad; Zurampic
D09922,Lesinurad sodium
D09923,Letaxaban
D09924,Levoglucose; L-Glucose
D09925,Linsitinib
D09926,Icrucumab
D09927,Lorvotuzumab mertansine
D09928,Lunacalcipol
D09929,Maraciclatide
D09930,Mavrilimumab
D09931,Mibampator
D09932,Moxetumomab pasudotox; Moxetumomab pasudotox-tdfk; Lumoxiti
D09933,Naronapride
D09934,Naronapride dihydrochloride
D09935,Navitoclax
D09936,Navitoclax dihydrochloride
D09937,Giractide
D09938,Nivocasan
D09939,Olaratumab; Olaratumab; Lartruvo
D09940,Omadacycline tosylate; Nuzyra
D09941,Onartuzumab; Onartuzumab
D09942,Ornithine phenylacetate
D09943,Oxelumab
D09944,Ozoralizumab; Ozoralizumab; Nanozora
D09945,Pegdinetanib
D09946,Peginesatide
D09947,Peginesatide acetate; Omontys
D09948,Plecanatide; Trulance
D09949,Pomaglumetad methionil; Pomaglumetad methionil monohydrate
D09950,Ponatinib
D09951,Ponatinib hydrochloride; Iclusig
D09952,Ponezumab
D09953,Pridopidine
D09954,Pridopidine hydrochloride
D09955,Quizartinib
D09956,Quizartinib dihydrochloride; Quizartinib hydrochloride; Vanflyta
D09957,Rezatomidine
D09958,Rilpivirine hydrochloride; Edurant
D09959,Ruxolitinib
D09960,Ruxolitinib phosphate; Jakafi; Jakavi; Opzelura
D09961,Samalizumab
D09962,Simenepag
D09963,Simenepag isopropyl
D09964,Almorexant
D09965,Solithromycin
D09966,Talimogene laherparepvec; Talminogene laherparepvec; Imlygic; Oncovex
D09967,Secukinumab; Secukinumab; Cosentyx
D09968,Taprenepag
D09969,Taprenepag isopropyl
D09970,Tofacitinib; Tasocitinib
D09971,Tegobuvir
D09972,Telapristone acetate
D09973,Telotristat
D09974,Telotristat ethyl; Xermelo
D09975,Telotristat etiprate; Xermelo
D09976,Temanogrel; APD791
D09977,Temanogrel hydrochloride
D09978,Tofogliflozin; Tofogliflozin hydrate; Apleway; Deberza
D09979,Tralokinumab; Tralokinumab; Tralokinumab-ldrm; Adbry; Adtralza
D09980,Trastuzumab emtansine; Trastuzumab emtansine; Ado-trastuzumab emtansine; Kadcyla
D09981,Ulimorelin
D09982,Ulimorelin hydrochloride; Ulimorelin hydrochloride hydrate
D09983,Umirolimus
D09984,Urelumab
D09985,Uridine triacetate; Vistogard; Xuriden
D09986,Usistapide
D09987,Vaniprevir; Vanihep
D09988,Vapreotide acetate
D09989,Vardenafil hydrochloride
D09990,Vidupiprant
D09991,Vipadenant
D09992,Vismodegib; Erivedge
D09993,Ferric citrate hydrate; Ferric citrate trihydrate; Riona
D09994,Selexipag; Uptravi
D09995,Elpamotide
D09996,Vemurafenib; Zelboraf
D09997,Cariprazine
D09998,Epoetin beta pegol; Methoxy polyethylene glycol - epoetin beta; Mircera
D09999,Tramadol hydrochloride and acetaminophen; Tramcet
D10000,Epoetin epsilon; Epoetin epsilon
D10001,Fingolimod; Gilenya
D10002,Florbetaben; Neuraceq
D10003,Hemin; Normosang; Panhematin
D10004,Emricasan
D10005,Ensulizole; Phenylbenzimidazole sulfonic acid
D10006,Eplivanserin
D10007,Faxeladol
D10008,Fispemifene
D10009,Flurpiridaz F 18
D10010,Galgenprostucel-L; CG1940
D10011,Glucose oxidase
D10012,Incobotulinumtoxin A; Onaclostox; Xeomin
D10013,Indibulin
D10014,Ioflupane I 123; Datscan
D10015,Litgenprostucel-L; CG8711
D10016,Lonaprisan
D10017,Naproxen etemesil
D10018,Necitumumab; Necitumumab; Portrazza
D10019,Panobinostat lactate; Farydak
D10020,Olodaterol hydrochloride; Striverdi respimat
D10021,Efinaconazole; Clenafin; Jublia
D10022,Pexacerfont
D10023,Pexelizumab
D10024,Selumetinib sulfate; Koselugo
D10025,Semaglutide; Semaglutide; Ozempic
D10026,Tosedostat
D10027,Udenafil
D10028,Valategrast hydrochloride
D10029,Verubulin
D10030,Verubulin hydrochloride
D10031,Zalutumumab
D10032,Tylvalosin
D10033,Tylosin tartrate
D10034,Tylvalosin tartrate; Aiviosin [veterinary]
D10035,Otsujitokyodaio
D10036,Kairosan
D10037,Kamishimotsuto
D10038,Kishukunichinto
D10039,Kogikujiogan
D10040,Saikosokanto
D10041,Saisoin
D10042,Takushato
D10043,Chikuyosekkoto
D10044,Jizusoippokyodaio
D10045,Chibakujiogan
D10046,Teikiin
D10047,Tokishakuyakusankaogichoto
D10048,Tokishakuyakusankaninjin
D10049,Hachigesan
D10050,Mibakujiogan
D10051,Meiroin
D10052,Yokukansankashakuyakuoren
D10053,Renjuin
D10054,Anchusankabukuryo
D10055,Remogliflozin etabonate
D10056,Robatumumab
D10057,Azficel-T; Laviv
D10058,Solanezumab; Solanezumab
D10059,Anivamersen
D10060,Abexinostat
D10061,Brodalumab; Brodalumab; Siliq
D10062,Cabozantinib; Cabometyx; Cometriq
D10063,Cenderitide
D10064,Dabrafenib
D10065,Daclatasvir
D10066,Dolutegravir; Tivicay
D10068,Encaleret
D10069,Fiboflapon
D10070,Iofolastat I 123; Trofex
D10071,Ixekizumab; Ixekizumab; Taltz
D10072,Levomilnacipran
D10073,Lexibulin
D10074,Narnatumab
D10075,Navarixin; Navarixin hydrate
D10076,Olcorolimus
D10077,Pegadricase; Pegsiticase
D10078,Peginterferon lambda-1a
D10079,Rucaparib
D10080,Sirukumab; Sirukumab
D10081,Simeprevir
D10082,Suvorexant; MK-4305; Belsomra
D10083,Tabalumab; Tabalumab
D10084,Abexinostat hydrochloride
D10085,Alisertib
D10086,Alisertib sodium; Alisertib sodium hydrate
D10087,Alisporivir
D10088,Amitifadine
D10089,Amitifadine hydrochloride
D10090,Amonafide
D10091,Amonafide l-malate
D10092,Anivamersen sodium
D10093,Asunaprevir; Sunvepra
D10094,Blosozumab
D10095,Cabozantinib s-malate; Cabozantinib malate; Cometriq; Cabometyx
D10096,Calaspargase pegol; Calaspargase pegol-mknl; Asparlas
D10097,Ceftolozane
D10098,Ceftolozane sulfate
D10099,Cerlapirdine
D10100,Cerlapirdine hydrochloride
D10101,Crenezumab; Crenezumab
D10102,Crenolanib
D10103,Crenolanib besylate
D10104,Dabrafenib mesylate; Dabrafenib mesilate; Tafinlar
D10105,Daclatasvir dihydrochloride; Daclatasvir hydrochloride; Daklinza
D10106,Dalantercept
D10107,Dasolampanel
D10108,Dasolampanel etibutil
D10109,Dasolampanel etibutil tosylate
D10110,Delanzomib
D10111,Dexmecamylamine
D10112,Dexmecamylamine hydrochloride
D10113,Dolutegravir sodium; Tivicay
D10114,Drisapersen
D10115,Drisapersen sodium
D10116,Encaleret sulfate
D10117,Epelsiban
D10118,Epelsiban besylate
D10119,Sonidegib; Erismodegib
D10120,Esomeprazole strontium; Esomeprazole strontium tetrahydrate; Esomeprazole strontium
D10121,Evacetrapib
D10122,Fiboflapon sodium
D10123,Ficlatuzumab
D10124,Flanvotumab
D10125,Galeterone
D10126,Ganetespib
D10127,Glycerol phenylbutyrate; Ravicti
D10128,Irdabisant
D10129,Irdabisant hydrochloride
D10130,Ixazomib
D10131,Ixazomib citrate; Ninlaro
D10132,Ixmyelocel-T
D10133,Levomilnacipran hydrochloride; Fetzima
D10134,Lumacaftor
D10135,Macitentan; Opsumit
D10136,Mapracorat
D10137,Regorafenib hydrate; Stivarga
D10138,Regorafenib; Stivarga
